"season","date","gameId","team","iceSit","playerId","position","period","periodType","start","end"
20152016,20160311,21007,"bos","home",8470740,"rw",2,"regular",1171,1200
20152016,20160311,21007,"car","away",8477496,"c",2,"regular",1171,1200
20152016,20160311,21007,"car","away",8475807,"lw",2,"regular",1171,1200
20152016,20160311,21007,"car","away",8473533,"c",2,"regular",1171,1200
20152016,20160311,21007,"car","away",8477496,"c",1,"regular",39,69
20152016,20160311,21007,"car","away",8476465,"d",1,"regular",597,627
20152016,20160311,21007,"bos","home",8473419,"lw",3,"regular",666,696
20152016,20160311,21007,"bos","home",8470638,"c",3,"regular",666,696
20152016,20160311,21007,"bos","home",8465009,"d",3,"regular",666,696
20152016,20160311,21007,"bos","home",8465009,"d",2,"regular",1132,1162
20152016,20160311,21007,"car","away",8475807,"lw",3,"regular",1144,1174
20152016,20160311,21007,"car","away",8473533,"c",3,"regular",1144,1174
20152016,20160311,21007,"bos","home",8471717,"d",1,"regular",0,31
20152016,20160311,21007,"bos","home",8473419,"lw",1,"regular",0,31
20152016,20160311,21007,"bos","home",8470740,"rw",1,"regular",0,31
20152016,20160311,21007,"bos","home",8470638,"c",1,"regular",0,31
20152016,20160311,21007,"bos","home",8476792,"d",1,"regular",0,31
20152016,20160311,21007,"car","away",8476944,"lw",1,"regular",108,139
20152016,20160311,21007,"car","away",8474089,"c",3,"regular",137,168
20152016,20160311,21007,"car","away",8475807,"lw",1,"regular",606,637
20152016,20160311,21007,"car","away",8474052,"lw",2,"regular",665,696
20152016,20160311,21007,"bos","home",8475157,"c",1,"regular",688,719
20152016,20160311,21007,"bos","home",8471276,"c",1,"regular",799,830
20152016,20160311,21007,"bos","home",8477956,"rw",1,"regular",799,830
20152016,20160311,21007,"bos","home",8468639,"d",1,"regular",799,830
20152016,20160311,21007,"bos","home",8471717,"d",3,"regular",934,965
20152016,20160311,21007,"bos","home",8470638,"c",3,"regular",934,965
20152016,20160311,21007,"bos","home",8476792,"d",3,"regular",934,965
20152016,20160311,21007,"car","away",8475807,"lw",2,"regular",998,1029
20152016,20160311,21007,"bos","home",8471717,"d",1,"regular",1138,1169
20152016,20160311,21007,"bos","home",8468639,"d",1,"regular",1169,1200
20152016,20160311,21007,"bos","home",8471717,"d",1,"regular",76,108
20152016,20160311,21007,"car","away",8475784,"lw",1,"regular",76,108
20152016,20160311,21007,"car","away",8476958,"d",3,"regular",362,394
20152016,20160311,21007,"car","away",8468493,"d",3,"regular",362,394
20152016,20160311,21007,"bos","home",8476476,"d",3,"regular",394,426
20152016,20160311,21007,"car","away",8476958,"d",1,"regular",396,428
20152016,20160311,21007,"bos","home",8471717,"d",3,"regular",763,795
20152016,20160311,21007,"bos","home",8471276,"c",3,"regular",763,795
20152016,20160311,21007,"bos","home",8474625,"rw",3,"regular",861,893
20152016,20160311,21007,"bos","home",8473492,"lw",3,"regular",861,893
20152016,20160311,21007,"bos","home",8478569,"c",3,"regular",861,893
20152016,20160311,21007,"car","away",8478396,"d",1,"regular",884,916
20152016,20160311,21007,"car","away",8473533,"c",3,"regular",928,960
20152016,20160311,21007,"car","away",8477496,"c",1,"regular",273,306
20152016,20160311,21007,"car","away",8476437,"c",1,"regular",273,306
20152016,20160311,21007,"car","away",8476958,"d",2,"regular",280,313
20152016,20160311,21007,"car","away",8468493,"d",2,"regular",280,313
20152016,20160311,21007,"bos","home",8471276,"c",2,"regular",280,313
20152016,20160311,21007,"bos","home",8470626,"rw",2,"regular",280,313
20152016,20160311,21007,"car","away",8474052,"lw",2,"regular",481,514
20152016,20160311,21007,"car","away",8471804,"lw",2,"regular",481,514
20152016,20160311,21007,"car","away",8474062,"c",2,"regular",481,514
20152016,20160311,21007,"bos","home",8469619,"d",2,"regular",481,514
20152016,20160311,21007,"bos","home",8474625,"rw",2,"regular",481,514
20152016,20160311,21007,"bos","home",8476476,"d",2,"regular",481,514
20152016,20160311,21007,"bos","home",8473492,"lw",2,"regular",481,514
20152016,20160311,21007,"bos","home",8475727,"c",2,"regular",481,514
20152016,20160311,21007,"bos","home",8478569,"c",1,"regular",686,719
20152016,20160311,21007,"car","away",8475784,"lw",3,"regular",788,821
20152016,20160311,21007,"car","away",8478396,"d",3,"regular",860,893
20152016,20160311,21007,"car","away",8476944,"lw",3,"regular",1105,1138
20152016,20160311,21007,"car","away",8474661,"d",2,"regular",1150,1183
20152016,20160311,21007,"bos","home",8475792,"rw",1,"regular",108,142
20152016,20160311,21007,"car","away",8475807,"lw",3,"regular",179,213
20152016,20160311,21007,"bos","home",8473419,"lw",1,"regular",225,259
20152016,20160311,21007,"bos","home",8470740,"rw",1,"regular",225,259
20152016,20160311,21007,"car","away",8476437,"c",2,"regular",447,481
20152016,20160311,21007,"car","away",8474089,"c",2,"regular",514,548
20152016,20160311,21007,"car","away",8476944,"lw",2,"regular",514,548
20152016,20160311,21007,"car","away",8477496,"c",3,"regular",754,788
20152016,20160311,21007,"car","away",8476437,"c",3,"regular",766,800
20152016,20160311,21007,"car","away",8477496,"c",4,"overtime",0,35
20152016,20160311,21007,"car","away",8476958,"d",4,"overtime",0,35
20152016,20160311,21007,"bos","home",8475727,"c",1,"regular",70,105
20152016,20160311,21007,"car","away",8476437,"c",3,"regular",219,254
20152016,20160311,21007,"bos","home",8469619,"d",3,"regular",265,300
20152016,20160311,21007,"car","away",8475784,"lw",3,"regular",893,928
20152016,20160311,21007,"car","away",8476437,"c",3,"regular",893,928
20152016,20160311,21007,"car","away",8476944,"lw",2,"regular",963,998
20152016,20160311,21007,"bos","home",8471717,"d",3,"regular",1122,1157
20152016,20160311,21007,"bos","home",8475792,"rw",3,"regular",1122,1157
20152016,20160311,21007,"bos","home",8475157,"c",3,"regular",1122,1157
20152016,20160311,21007,"bos","home",8478569,"c",3,"regular",1122,1157
20152016,20160311,21007,"bos","home",8476792,"d",3,"regular",1122,1157
20152016,20160311,21007,"bos","home",8471717,"d",1,"regular",189,225
20152016,20160311,21007,"bos","home",8471276,"c",1,"regular",189,225
20152016,20160311,21007,"bos","home",8470626,"rw",1,"regular",189,225
20152016,20160311,21007,"car","away",8477496,"c",3,"regular",318,354
20152016,20160311,21007,"car","away",8475807,"lw",3,"regular",318,354
20152016,20160311,21007,"car","away",8473533,"c",3,"regular",318,354
20152016,20160311,21007,"bos","home",8471276,"c",3,"regular",318,354
20152016,20160311,21007,"bos","home",8477956,"rw",3,"regular",318,354
20152016,20160311,21007,"bos","home",8468639,"d",3,"regular",318,354
20152016,20160311,21007,"bos","home",8470626,"rw",3,"regular",318,354
20152016,20160311,21007,"bos","home",8465009,"d",3,"regular",318,354
20152016,20160311,21007,"bos","home",8471717,"d",1,"regular",603,639
20152016,20160311,21007,"car","away",8476958,"d",2,"regular",623,659
20152016,20160311,21007,"car","away",8468493,"d",2,"regular",623,659
20152016,20160311,21007,"car","away",8477496,"c",3,"regular",934,970
20152016,20160311,21007,"car","away",8477496,"c",2,"regular",980,1016
20152016,20160311,21007,"car","away",8477496,"c",2,"regular",0,37
20152016,20160311,21007,"car","away",8475807,"lw",2,"regular",0,37
20152016,20160311,21007,"car","away",8473533,"c",2,"regular",0,37
20152016,20160311,21007,"bos","home",8471717,"d",2,"regular",0,37
20152016,20160311,21007,"bos","home",8473419,"lw",2,"regular",0,37
20152016,20160311,21007,"bos","home",8470740,"rw",2,"regular",0,37
20152016,20160311,21007,"car","away",8475807,"lw",1,"regular",39,76
20152016,20160311,21007,"car","away",8474089,"c",1,"regular",306,343
20152016,20160311,21007,"car","away",8477488,"d",1,"regular",306,343
20152016,20160311,21007,"car","away",8469508,"c",1,"regular",306,343
20152016,20160311,21007,"car","away",8475807,"lw",1,"regular",306,343
20152016,20160311,21007,"car","away",8468493,"d",1,"regular",306,343
20152016,20160311,21007,"car","away",8477496,"c",1,"regular",396,433
20152016,20160311,21007,"car","away",8473533,"c",1,"regular",396,433
20152016,20160311,21007,"car","away",8468493,"d",1,"regular",396,433
20152016,20160311,21007,"bos","home",8471717,"d",1,"regular",495,532
20152016,20160311,21007,"bos","home",8475792,"rw",1,"regular",495,532
20152016,20160311,21007,"car","away",8476858,"lw",1,"regular",552,589
20152016,20160311,21007,"car","away",8476437,"c",1,"regular",552,589
20152016,20160311,21007,"bos","home",8469619,"d",1,"regular",998,1035
20152016,20160311,21007,"bos","home",8476476,"d",1,"regular",998,1035
20152016,20160311,21007,"bos","home",8474625,"rw",1,"regular",70,108
20152016,20160311,21007,"bos","home",8473492,"lw",1,"regular",70,108
20152016,20160311,21007,"bos","home",8476792,"d",1,"regular",70,108
20152016,20160311,21007,"car","away",8477488,"d",2,"regular",95,133
20152016,20160311,21007,"car","away",8473533,"c",1,"regular",151,189
20152016,20160311,21007,"car","away",8468493,"d",1,"regular",151,189
20152016,20160311,21007,"car","away",8474052,"lw",3,"regular",254,292
20152016,20160311,21007,"car","away",8474062,"c",3,"regular",254,292
20152016,20160311,21007,"bos","home",8471717,"d",1,"regular",268,306
20152016,20160311,21007,"bos","home",8465009,"d",1,"regular",268,306
20152016,20160311,21007,"bos","home",8475792,"rw",1,"regular",688,726
20152016,20160311,21007,"car","away",8476944,"lw",1,"regular",688,726
20152016,20160311,21007,"car","away",8469508,"c",1,"regular",688,726
20152016,20160311,21007,"bos","home",8475792,"rw",2,"regular",696,734
20152016,20160311,21007,"bos","home",8470638,"c",1,"regular",1155,1193
20152016,20160311,21007,"bos","home",8473419,"lw",2,"regular",1162,1200
20152016,20160311,21007,"bos","home",8470638,"c",2,"regular",1162,1200
20152016,20160311,21007,"bos","home",8476792,"d",2,"regular",1162,1200
20152016,20160311,21007,"car","away",8477488,"d",1,"regular",0,39
20152016,20160311,21007,"car","away",8474052,"lw",1,"regular",0,39
20152016,20160311,21007,"car","away",8471804,"lw",1,"regular",0,39
20152016,20160311,21007,"car","away",8478396,"d",1,"regular",0,39
20152016,20160311,21007,"car","away",8474062,"c",1,"regular",0,39
20152016,20160311,21007,"car","away",8477496,"c",3,"regular",0,39
20152016,20160311,21007,"car","away",8476958,"d",3,"regular",0,39
20152016,20160311,21007,"car","away",8468493,"d",3,"regular",0,39
20152016,20160311,21007,"bos","home",8471717,"d",3,"regular",0,39
20152016,20160311,21007,"bos","home",8473419,"lw",3,"regular",0,39
20152016,20160311,21007,"bos","home",8470638,"c",3,"regular",0,39
20152016,20160311,21007,"bos","home",8476792,"d",3,"regular",0,39
20152016,20160311,21007,"bos","home",8471276,"c",1,"regular",31,70
20152016,20160311,21007,"bos","home",8477956,"rw",1,"regular",31,70
20152016,20160311,21007,"bos","home",8470626,"rw",1,"regular",31,70
20152016,20160311,21007,"bos","home",8465009,"d",1,"regular",31,70
20152016,20160311,21007,"car","away",8476437,"c",4,"overtime",44,83
20152016,20160311,21007,"bos","home",8470638,"c",4,"overtime",51,90
20152016,20160311,21007,"car","away",8476858,"lw",1,"regular",69,108
20152016,20160311,21007,"car","away",8474052,"lw",2,"regular",241,280
20152016,20160311,21007,"car","away",8474661,"d",2,"regular",241,280
20152016,20160311,21007,"car","away",8474062,"c",2,"regular",241,280
20152016,20160311,21007,"car","away",8476465,"d",2,"regular",241,280
20152016,20160311,21007,"bos","home",8475727,"c",1,"regular",306,345
20152016,20160311,21007,"car","away",8477488,"d",3,"regular",394,433
20152016,20160311,21007,"car","away",8478396,"d",3,"regular",394,433
20152016,20160311,21007,"bos","home",8473492,"lw",1,"regular",441,480
20152016,20160311,21007,"bos","home",8471717,"d",2,"regular",514,553
20152016,20160311,21007,"bos","home",8475157,"c",2,"regular",514,553
20152016,20160311,21007,"bos","home",8478569,"c",2,"regular",514,553
20152016,20160311,21007,"bos","home",8476792,"d",2,"regular",514,553
20152016,20160311,21007,"car","away",8468493,"d",3,"regular",821,860
20152016,20160311,21007,"car","away",8474661,"d",3,"regular",1083,1122
20152016,20160311,21007,"car","away",8476465,"d",3,"regular",1083,1122
20152016,20160311,21007,"car","away",8469508,"c",3,"regular",1092,1131
20152016,20160311,21007,"bos","home",8470626,"rw",1,"regular",1094,1133
20152016,20160311,21007,"car","away",8473533,"c",1,"regular",39,79
20152016,20160311,21007,"car","away",8473533,"c",3,"regular",179,219
20152016,20160311,21007,"car","away",8475784,"lw",3,"regular",354,394
20152016,20160311,21007,"car","away",8476437,"c",3,"regular",354,394
20152016,20160311,21007,"bos","home",8471717,"d",3,"regular",354,394
20152016,20160311,21007,"bos","home",8473419,"lw",3,"regular",354,394
20152016,20160311,21007,"bos","home",8470740,"rw",3,"regular",354,394
20152016,20160311,21007,"bos","home",8470638,"c",3,"regular",354,394
20152016,20160311,21007,"bos","home",8476792,"d",3,"regular",354,394
20152016,20160311,21007,"car","away",8471804,"lw",3,"regular",781,821
20152016,20160311,21007,"bos","home",8475792,"rw",3,"regular",821,861
20152016,20160311,21007,"bos","home",8469619,"d",3,"regular",821,861
20152016,20160311,21007,"bos","home",8476476,"d",3,"regular",821,861
20152016,20160311,21007,"bos","home",8475157,"c",3,"regular",821,861
20152016,20160311,21007,"bos","home",8475727,"c",3,"regular",821,861
20152016,20160311,21007,"car","away",8469508,"c",2,"regular",963,1003
20152016,20160311,21007,"car","away",8468493,"d",4,"overtime",35,76
20152016,20160311,21007,"car","away",8477496,"c",3,"regular",168,209
20152016,20160311,21007,"bos","home",8468639,"d",1,"regular",396,437
20152016,20160311,21007,"bos","home",8465009,"d",1,"regular",396,437
20152016,20160311,21007,"bos","home",8476792,"d",2,"regular",398,439
20152016,20160311,21007,"car","away",8475784,"lw",2,"regular",440,481
20152016,20160311,21007,"car","away",8476858,"lw",2,"regular",440,481
20152016,20160311,21007,"car","away",8475784,"lw",2,"regular",594,635
20152016,20160311,21007,"car","away",8474089,"c",1,"regular",685,726
20152016,20160311,21007,"bos","home",8470626,"rw",1,"regular",789,830
20152016,20160311,21007,"car","away",8477496,"c",1,"regular",789,830
20152016,20160311,21007,"car","away",8475807,"lw",1,"regular",789,830
20152016,20160311,21007,"bos","home",8471276,"c",3,"regular",893,934
20152016,20160311,21007,"bos","home",8477956,"rw",3,"regular",893,934
20152016,20160311,21007,"bos","home",8470626,"rw",3,"regular",893,934
20152016,20160311,21007,"car","away",8476858,"lw",3,"regular",893,934
20152016,20160311,21007,"car","away",8476958,"d",1,"regular",1097,1138
20152016,20160311,21007,"car","away",8475784,"lw",1,"regular",1097,1138
20152016,20160311,21007,"car","away",8471804,"lw",1,"regular",1097,1138
20152016,20160311,21007,"car","away",8476858,"lw",1,"regular",1097,1138
20152016,20160311,21007,"car","away",8476465,"d",1,"regular",1097,1138
20152016,20160311,21007,"car","away",8476944,"lw",3,"regular",137,179
20152016,20160311,21007,"car","away",8469508,"c",3,"regular",137,179
20152016,20160311,21007,"bos","home",8471717,"d",1,"regular",354,396
20152016,20160311,21007,"bos","home",8477956,"rw",1,"regular",354,396
20152016,20160311,21007,"bos","home",8470626,"rw",1,"regular",354,396
20152016,20160311,21007,"bos","home",8476792,"d",1,"regular",354,396
20152016,20160311,21007,"car","away",8474052,"lw",3,"regular",394,436
20152016,20160311,21007,"bos","home",8469619,"d",3,"regular",394,436
20152016,20160311,21007,"bos","home",8474625,"rw",3,"regular",394,436
20152016,20160311,21007,"bos","home",8473492,"lw",3,"regular",394,436
20152016,20160311,21007,"car","away",8471804,"lw",3,"regular",394,436
20152016,20160311,21007,"car","away",8474062,"c",3,"regular",394,436
20152016,20160311,21007,"bos","home",8475727,"c",3,"regular",394,436
20152016,20160311,21007,"bos","home",8473419,"lw",2,"regular",439,481
20152016,20160311,21007,"bos","home",8468639,"d",2,"regular",439,481
20152016,20160311,21007,"bos","home",8470638,"c",2,"regular",439,481
20152016,20160311,21007,"bos","home",8471276,"c",1,"regular",550,592
20152016,20160311,21007,"bos","home",8477956,"rw",1,"regular",550,592
20152016,20160311,21007,"bos","home",8470626,"rw",1,"regular",550,592
20152016,20160311,21007,"car","away",8476944,"lw",2,"regular",696,738
20152016,20160311,21007,"car","away",8469508,"c",2,"regular",696,738
20152016,20160311,21007,"bos","home",8473419,"lw",3,"regular",934,976
20152016,20160311,21007,"bos","home",8470740,"rw",3,"regular",934,976
20152016,20160311,21007,"bos","home",8471717,"d",2,"regular",1090,1132
20152016,20160311,21007,"car","away",8477488,"d",3,"regular",39,82
20152016,20160311,21007,"car","away",8478396,"d",3,"regular",39,82
20152016,20160311,21007,"car","away",8476858,"lw",3,"regular",39,82
