"season","date","gameId","eventId","period","periodType","time","aScore","hScore","aSkaters","hSkaters","hZone","locX","locY","desc","type","subtype","team","teamIceSit","p1","p2","p3","p1Role","p2Role","p3Role","aS1","aS2","aS3","aS4","aS5","aS6","aG","hS1","hS2","hS3","hS4","hS5","hS6","hG"
20152016,20160311,21007,277,3,"regular",893,2,2,5,5,NULL,NULL,NULL,"Goalie Stopped","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8474089,8478396,8473533,8476958,8475807,NULL,8470320,8474625,8478569,8465009,8473492,8468639,NULL,8471695
20152016,20160311,21007,278,3,"regular",893,2,2,5,5,"o",70,-21,"Victor Rask faceoff won against David Pastrnak","faceoff",NULL,"car","away",8476437,8477956,NULL,"winner","loser",NULL,8475784,8468493,8476437,8476858,8476958,NULL,8470320,8470626,8477956,8471276,8465009,8468639,NULL,8471695
20152016,20160311,21007,279,3,"regular",902,2,2,5,5,"d",-73,-18,"Jeff Skinner - Over Net","missed_shot",NULL,"car","away",8475784,NULL,NULL,"shooter",NULL,NULL,8475784,8468493,8476437,8476858,8476958,NULL,8470320,8470626,8477956,8471276,8465009,8468639,NULL,8471695
20152016,20160311,21007,280,3,"regular",924,2,2,5,5,"o",36,15,"Zdeno Chara Slap Shot saved by Cam Ward","shot","slap shot","bos","home",8465009,8470320,NULL,"shooter","goalie",NULL,8475784,8468493,8476437,8476858,8476958,NULL,8470320,8470626,8477956,8471276,8465009,8468639,NULL,8471695
20152016,20160311,21007,281,3,"regular",940,2,2,5,5,"o",85,-25,"Patrice Bergeron","takeaway",NULL,"bos","home",8470638,NULL,NULL,"taker",NULL,NULL,8468493,8477496,8473533,8476958,8475807,NULL,8470320,8471717,8473419,8470638,8470740,8476792,NULL,8471695
20152016,20160311,21007,282,3,"regular",946,2,2,5,5,"o",73,12,"Jaccob Slavin blocked shot from Brad Marchand","blocked_shot",NULL,"bos","home",8476958,8473419,NULL,"blocker","shooter",NULL,8468493,8477496,8473533,8476958,8475807,NULL,8470320,8471717,8473419,8470638,8470740,8476792,NULL,8471695
20152016,20160311,21007,283,3,"regular",950,2,2,5,5,"o",54,-16,"Ron Hainsey blocked shot from Torey Krug","blocked_shot",NULL,"bos","home",8468493,8476792,NULL,"blocker","shooter",NULL,8468493,8477496,8473533,8476958,8475807,NULL,8470320,8471717,8473419,8470638,8470740,8476792,NULL,8471695
20152016,20160311,21007,284,3,"regular",962,2,2,5,5,"d",-68,16,"Torey Krug blocked shot from Elias Lindholm","blocked_shot",NULL,"car","away",8476792,8477496,NULL,"blocker","shooter",NULL,8474661,8474062,8476465,8477496,8475807,NULL,8470320,8471717,8473419,8470638,8470740,8476792,NULL,8471695
20152016,20160311,21007,285,3,"regular",981,2,2,5,5,NULL,NULL,NULL,"Offside","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8474052,8474661,8474062,8476465,8471804,NULL,8470320,8475727,8475792,8469619,8475157,8476476,NULL,8471695
20152016,20160311,21007,286,3,"regular",981,2,2,5,5,"n",20,-22,"Noel Acciari faceoff won against Nathan Gerbe","faceoff",NULL,"bos","home",8478569,8471804,NULL,"winner","loser",NULL,8474052,8478396,8474062,8477488,8471804,NULL,8470320,8474625,8478569,8465009,8473492,8468639,NULL,8471695
20152016,20160311,21007,287,3,"regular",992,2,2,5,5,"o",43,22,"Zdeno Chara Wrist Shot saved by Cam Ward","shot","wrist shot","bos","home",8465009,8470320,NULL,"shooter","goalie",NULL,8474052,8478396,8474062,8477488,8471804,NULL,8470320,8474625,8478569,8465009,8473492,8468639,NULL,8471695
20152016,20160311,21007,288,3,"regular",995,2,2,5,5,"o",87,35,"Matt Beleskey hit Brett Pesce","hit",NULL,"bos","home",8477488,8473492,NULL,"hittee","hitter",NULL,8474052,8478396,8474062,8477488,8471804,NULL,8470320,8474625,8478569,8465009,8473492,8468639,NULL,8471695
20152016,20160311,21007,289,3,"regular",1002,2,2,5,5,"d",-96,6,"Zdeno Chara","giveaway",NULL,"bos","home",8465009,NULL,NULL,"giver",NULL,NULL,8474052,8478396,8474062,8477488,8471804,NULL,8470320,8474625,8478569,8465009,8473492,8468639,NULL,8471695
20152016,20160311,21007,290,3,"regular",1013,2,2,5,5,"o",47,-20,"Jimmy Hayes - Wide of Net","missed_shot",NULL,"bos","home",8474625,NULL,NULL,"shooter",NULL,NULL,8474052,8478396,8474062,8477488,8471804,NULL,8470320,8474625,8478569,8465009,8473492,8468639,NULL,8471695
20152016,20160311,21007,291,3,"regular",1036,2,2,5,5,"n",-13,-38,"John-Michael Liles hit Riley Nash","hit",NULL,"bos","home",8474062,8468639,NULL,"hittee","hitter",NULL,8475784,8468493,8474062,8476858,8476958,NULL,8470320,8478569,8470638,8465009,8470740,8468639,NULL,8471695
20152016,20160311,21007,292,3,"regular",1046,2,2,5,5,"n",-19,-32,"Jeff Skinner - Wide of Net","missed_shot",NULL,"car","away",8475784,NULL,NULL,"shooter",NULL,NULL,8475784,8468493,8474062,8476858,8476958,NULL,8470320,8478569,8470638,8465009,8470740,8468639,NULL,8471695
20152016,20160311,21007,293,3,"regular",1056,2,2,5,5,"o",51,5,"Ron Hainsey blocked shot from Patrice Bergeron","blocked_shot",NULL,"bos","home",8468493,8470638,NULL,"blocker","shooter",NULL,8475784,8468493,8476437,8476858,8476958,NULL,8470320,8471717,8473419,8470638,8470740,8476792,NULL,8471695
20152016,20160311,21007,294,3,"regular",1058,2,2,5,5,"o",73,11,"Lee Stempniak - Wide of Net","missed_shot",NULL,"bos","home",8470740,NULL,NULL,"shooter",NULL,NULL,8475784,8468493,8476437,8476858,8476958,NULL,8470320,8471717,8473419,8470638,8470740,8476792,NULL,8471695
20152016,20160311,21007,295,3,"regular",1113,2,2,5,5,"d",-69,12,"Jay McClement - Wide of Net","missed_shot",NULL,"car","away",8469508,NULL,NULL,"shooter",NULL,NULL,8476944,8469508,8474661,8474089,8476465,NULL,8470320,8470626,8477956,8471276,8465009,8468639,NULL,8471695
20152016,20160311,21007,296,3,"regular",1122,2,2,5,5,"o",60,-21,"David Krejci Wrist Shot saved by Cam Ward","shot","wrist shot","bos","home",8471276,8470320,NULL,"shooter","goalie",NULL,8476944,8469508,8474661,8474089,8476465,NULL,8470320,8470626,8477956,8471276,8465009,8468639,NULL,8471695
20152016,20160311,21007,297,3,"regular",1122,2,2,5,5,NULL,NULL,NULL,"Goalie Stopped","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8476944,8469508,8474661,8474089,8476465,NULL,8470320,8470626,8477956,8471276,8465009,8468639,NULL,8471695
20152016,20160311,21007,298,3,"regular",1122,2,2,5,5,"o",70,-22,"Jay McClement faceoff won against Noel Acciari","faceoff",NULL,"car","away",8469508,8478569,NULL,"winner","loser",NULL,8476944,8469508,8468493,8476437,8476958,NULL,8470320,8471717,8478569,8475792,8475157,8476792,NULL,8471695
20152016,20160311,21007,299,3,"regular",1174,2,2,5,5,"d",-63,-24,"Joakim Nordstrom Wrist Shot saved by Tuukka Rask","shot","wrist shot","car","away",8475807,8471695,NULL,"shooter","goalie",NULL,8468493,8477496,8473533,8476958,8475807,NULL,8470320,8473419,8470638,8465009,8469619,8470740,NULL,8471695
20152016,20160311,21007,300,3,"regular",1174,2,2,5,5,NULL,NULL,NULL,"Puck in Crowd","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8468493,8477496,8473533,8476958,8475807,NULL,8470320,8473419,8470638,8465009,8469619,8470740,NULL,8471695
20152016,20160311,21007,301,3,"regular",1174,2,2,5,5,"d",-69,-22,"Patrice Bergeron faceoff won against Riley Nash","faceoff",NULL,"bos","home",8470638,8474062,NULL,"winner","loser",NULL,8474052,8468493,8474062,8471804,8476958,NULL,8470320,8473419,8470638,8465009,8469619,8470740,NULL,8471695
20152016,20160311,21007,302,3,"regular",1198,2,2,5,5,"n",11,2,"Brad Marchand Wrist Shot saved by Cam Ward","shot","wrist shot","bos","home",8473419,8470320,NULL,"shooter","goalie",NULL,8474052,8468493,8474062,8471804,8476958,NULL,8470320,8473419,8470638,8465009,8469619,8470740,NULL,8471695
20152016,20160311,21007,303,3,"regular",1200,2,2,NULL,NULL,NULL,NULL,NULL,"period end","period_end",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160311,21007,304,3,"regular",1200,2,2,NULL,NULL,NULL,NULL,NULL,"Period Official","period_official",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160311,21007,305,4,"overtime",0,2,2,NULL,NULL,NULL,NULL,NULL,"Period Ready","period_ready",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160311,21007,306,4,"overtime",0,2,2,NULL,NULL,NULL,NULL,NULL,"Period Start","period_start",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160311,21007,307,4,"overtime",0,2,2,3,3,"n",1,1,"Jordan Staal faceoff won against David Krejci","faceoff",NULL,"car","away",8473533,8471276,NULL,"winner","loser",NULL,8477496,8473533,8476958,NULL,NULL,NULL,8470320,8476792,8477956,8471276,NULL,NULL,NULL,8471695
20152016,20160311,21007,308,4,"overtime",16,2,2,3,3,"d",78,-29,"Torey Krug","takeaway",NULL,"bos","home",8476792,NULL,NULL,"taker",NULL,NULL,8477496,8473533,8476958,NULL,NULL,NULL,8470320,8476792,8477956,8471276,NULL,NULL,NULL,8471695
20152016,20160311,21007,309,4,"overtime",27,2,2,3,3,"o",-40,-27,"David Pastrnak","giveaway",NULL,"bos","home",8477956,NULL,NULL,"giver",NULL,NULL,8477496,8473533,8476958,NULL,NULL,NULL,8470320,8476792,8477956,8471276,NULL,NULL,NULL,8471695
20152016,20160311,21007,310,4,"overtime",33,2,2,3,3,"d",65,-2,"Jordan Staal Backhand saved by Tuukka Rask","shot","backhand","car","away",8473533,8471695,NULL,"shooter","goalie",NULL,8477496,8473533,8476958,NULL,NULL,NULL,8470320,8476792,8477956,8471276,NULL,NULL,NULL,8471695
20152016,20160311,21007,311,4,"overtime",47,2,2,3,3,"o",-64,2,"Ron Hainsey","takeaway",NULL,"car","away",8468493,NULL,NULL,"taker",NULL,NULL,8478396,8468493,8476437,NULL,NULL,NULL,8470320,8473419,8471276,8468639,NULL,NULL,NULL,8471695
20152016,20160311,21007,314,4,"overtime",90,2,2,3,3,"d",72,1,"Jeff Skinner Wrist Shot saved by Tuukka Rask","shot","wrist shot","car","away",8475784,8471695,NULL,"shooter","goalie",NULL,8475784,8476858,8477488,NULL,NULL,NULL,8470320,8473419,8470638,8468639,NULL,NULL,NULL,8471695
20152016,20160311,21007,315,4,"overtime",90,2,2,3,3,"d",80,2,"Phillip Di Giuseppe (5) Wrist Shot; assists: Jeff Skinner (17); Noah Hanifin (13)","goal","wrist shot","car","away",8475784,8478396,8476858,"assist1","assist2","scorer",8475784,8476858,8477488,NULL,NULL,NULL,8470320,8473419,8470638,8468639,NULL,NULL,NULL,8471695
20152016,20160311,21007,316,4,"overtime",90,3,2,3,3,NULL,NULL,NULL,"Chlg Hm - goal interference","stop",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8475784,8476858,8477488,NULL,NULL,NULL,8470320,8473419,8470638,8468639,NULL,NULL,NULL,8471695
20152016,20160311,21007,317,4,"overtime",90,3,2,NULL,NULL,NULL,NULL,NULL,"period end","period_end",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160311,21007,312,4,"overtime",90,3,2,NULL,NULL,NULL,NULL,NULL,"Period Official","period_official",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20152016,20160311,21007,313,4,"overtime",90,3,2,NULL,NULL,NULL,NULL,NULL,"Game End","game_end",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
